"","x"
"1070","ENSG00000233476"
"1071","ENSG00000230658"
"1072","ENSG00000226816"
"1073","ENSG00000270933"
"1074","ENSG00000273237"
"1075","ENSG00000253552"
"1076","ENSG00000228421"
"1077","ENSG00000223813"
"1078","ENSG00000235859"
"1079","ENSG00000196295"
"1080","ENSG00000244480"
"1081","ENSG00000229358"
"1082","ENSG00000273014"
"1083","ENSG00000189212"
"1084","ENSG00000228878"
"1085","ENSG00000227191"
"1086","ENSG00000211694"
"1087","ENSG00000211698"
"1088","ENSG00000211699"
"1089","ENSG00000233306"
"1090","ENSG00000236015"
"1091","ENSG00000188185"
"1092","ENSG00000241057"
"1093","ENSG00000239556"
"1094","ENSG00000272655"
"1095","ENSG00000228903"
"1096","ENSG00000235314"
"1097","ENSG00000146677"
"1098","ENSG00000272768"
"1099","ENSG00000260997"
"1100","ENSG00000272556"
"1101","ENSG00000225507"
"1102","ENSG00000226278"
"1103","ENSG00000227986"
"1104","ENSG00000228653"
"1105","ENSG00000271550"
"1106","ENSG00000234338"
"1107","ENSG00000228409"
"1108","ENSG00000251451"
"1109","ENSG00000231234"
"1110","ENSG00000230189"
"1111","ENSG00000223473"
"1112","ENSG00000232559"
"1113","ENSG00000225573"
"1114","ENSG00000226824"
"1115","ENSG00000230295"
"1116","ENSG00000273142"
"1117","ENSG00000273448"
"1118","ENSG00000235475"
"1119","ENSG00000254184"
"1120","ENSG00000229018"
"1121","ENSG00000205578"
"1122","ENSG00000225969"
"1123","ENSG00000232415"
"1124","ENSG00000077809"
"1125","ENSG00000160828"
"1126","ENSG00000123965"
"1127","ENSG00000174374"
"1128","ENSG00000205583"
"1129","ENSG00000135213"
"1130","ENSG00000230882"
"1131","ENSG00000186704"
"1132","ENSG00000233448"
"1133","ENSG00000205482"
"1134","ENSG00000214439"
"1135","ENSG00000213542"
"1136","ENSG00000229436"
"1137","ENSG00000182165"
"1138","ENSG00000264868"
"1139","ENSG00000223969"
"1140","ENSG00000243107"
"1141","ENSG00000244055"
"1142","ENSG00000231170"
"1143","ENSG00000231764"
"1144","ENSG00000238228"
"1145","ENSG00000183444"
"1146","ENSG00000243554"
"1147","ENSG00000272782"
"1148","ENSG00000272950"
"1149","ENSG00000214389"
"1150","ENSG00000242687"
"1151","ENSG00000242798"
"1152","ENSG00000078319"
"1153","ENSG00000260336"
"1154","ENSG00000166667"
"1155","ENSG00000256604"
"1156","ENSG00000233297"
"1157","ENSG00000213385"
"1158","ENSG00000233025"
"1159","ENSG00000197258"
"1160","ENSG00000237513"
"1161","ENSG00000228393"
"1162","ENSG00000239569"
"1163","ENSG00000272918"
"1164","ENSG00000272604"
"1165","ENSG00000272072"
"1166","ENSG00000233705"
"1167","ENSG00000273055"
"1168","ENSG00000243243"
"1169","ENSG00000237813"
"1170","ENSG00000272686"
"1171","ENSG00000224138"
"1172","ENSG00000272601"
"1173","ENSG00000273270"
"1174","ENSG00000242588"
"1175","ENSG00000243302"
"1176","ENSG00000230715"
"1177","ENSG00000229413"
"1178","ENSG00000243679"
"1179","ENSG00000271529"
"1180","ENSG00000271553"
"1181","ENSG00000270810"
"1182","ENSG00000271344"
"1183","ENSG00000273329"
"1184","ENSG00000270953"
"1185","ENSG00000233559"
"1186","ENSG00000226380"
"1187","ENSG00000273319"
"1188","ENSG00000273489"
"1189","ENSG00000272941"
"1190","ENSG00000228031"
"1191","ENSG00000273391"
"1192","ENSG00000273081"
"1193","ENSG00000244701"
"1194","ENSG00000270157"
"1195","ENSG00000270923"
"1196","ENSG00000226660"
"1197","ENSG00000211710"
"1198","ENSG00000211734"
"1199","ENSG00000211745"
"1200","ENSG00000211721"
"1201","ENSG00000211746"
"1202","ENSG00000211747"
"1203","ENSG00000211749"
"1204","ENSG00000211752"
"1205","ENSG00000211753"
"1206","ENSG00000232869"
"1207","ENSG00000250591"
"1208","ENSG00000250606"
"1209","ENSG00000211772"
"1210","ENSG00000232533"
"1211","ENSG00000223459"
"1212","ENSG00000244198"
"1213","ENSG00000244479"
"1214","ENSG00000204959"
"1215","ENSG00000228960"
"1216","ENSG00000273314"
"1217","ENSG00000244151"
"1218","ENSG00000241456"
"1219","ENSG00000239911"
"1220","ENSG00000214106"
"1221","ENSG00000272760"
"1222","ENSG00000273183"
"1223","ENSG00000273117"
"1224","ENSG00000233878"
"1225","ENSG00000244291"
"1226","ENSG00000233038"
"1227","ENSG00000223508"
"1228","ENSG00000272812"
"1229","ENSG00000272240"
"1230","ENSG00000273402"
"1231","ENSG00000272293"
"1232","ENSG00000272005"
"1233","ENSG00000271927"
"1234","ENSG00000182319"
"1235","ENSG00000254153"
"1236","ENSG00000233609"
"1237","ENSG00000272505"
"1238","ENSG00000269918"
"1239","ENSG00000255310"
"1240","ENSG00000270076"
"1241","ENSG00000255518"
"1242","ENSG00000255354"
"1243","ENSG00000269899"
"1244","ENSG00000255495"
"1245","ENSG00000242607"
"1246","ENSG00000251468"
"1247","ENSG00000249258"
"1248","ENSG00000271948"
"1249","ENSG00000253384"
"1250","ENSG00000173566"
"1251","ENSG00000251034"
"1252","ENSG00000253200"
"1253","ENSG00000245025"
"1254","ENSG00000253476"
"1255","ENSG00000259366"
"1256","ENSG00000271869"
"1257","ENSG00000127589"
"1258","ENSG00000272327"
"1259","ENSG00000247134"
"1260","ENSG00000272338"
"1261","ENSG00000233170"
"1262","ENSG00000272092"
"1263","ENSG00000255201"
"1264","ENSG00000239218"
"1265","ENSG00000253570"
"1266","ENSG00000253829"
"1267","ENSG00000254165"
"1268","ENSG00000255366"
"1269","ENSG00000253667"
"1270","ENSG00000272343"
"1271","ENSG00000254285"
"1272","ENSG00000261542"
"1273","ENSG00000272010"
"1274","ENSG00000272155"
"1275","ENSG00000213865"
"1276","ENSG00000271966"
"1277","ENSG00000253636"
"1278","ENSG00000253341"
"1279","ENSG00000260398"
"1280","ENSG00000254352"
"1281","ENSG00000251867"
"1282","ENSG00000260317"
"1283","ENSG00000237264"
"1284","ENSG00000250569"
"1285","ENSG00000246792"
"1286","ENSG00000271971"
"1287","ENSG00000253854"
"1288","ENSG00000212998"
"1289","ENSG00000253878"
"1290","ENSG00000245970"
"1291","ENSG00000260368"
"1292","ENSG00000261087"
"1293","ENSG00000246263"
"1294","ENSG00000272037"
"1295","ENSG00000253669"
"1296","ENSG00000253320"
"1297","ENSG00000254615"
"1298","ENSG00000254185"
"1299","ENSG00000225885"
"1300","ENSG00000245330"
"1301","ENSG00000254343"
"1302","ENSG00000250290"
"1303","ENSG00000272502"
"1304","ENSG00000271975"
"1305","ENSG00000253106"
"1306","ENSG00000254317"
"1307","ENSG00000223697"
"1308","ENSG00000240237"
"1309","ENSG00000261220"
"1310","ENSG00000259820"
"1311","ENSG00000259891"
"1312","ENSG00000259758"
"1313","ENSG00000253210"
"1314","ENSG00000261655"
"1315","ENSG00000271959"
"1316","ENSG00000182851"
"1317","ENSG00000255050"
"1318","ENSG00000271912"
"1319","ENSG00000181097"
"1320","ENSG00000214733"
"1321","ENSG00000227184"
"1322","ENSG00000204791"
"1323","ENSG00000255224"
"1324","ENSG00000204775"
"1325","ENSG00000170727"
"1326","ENSG00000254690"
"1327","ENSG00000232600"
"1328","ENSG00000255182"
"1329","ENSG00000254533"
"1330","ENSG00000255085"
"1331","ENSG00000263612"
"1332","ENSG00000196922"
"1333","ENSG00000227155"
"1334","ENSG00000226403"
"1335","ENSG00000236199"
"1336","ENSG00000235326"
"1337","ENSG00000230207"
"1338","ENSG00000225472"
"1339","ENSG00000272871"
"1340","ENSG00000214110"
"1341","ENSG00000215237"
"1342","ENSG00000232176"
"1343","ENSG00000272842"
"1344","ENSG00000273226"
"1345","ENSG00000260912"
"1346","ENSG00000265194"
"1347","ENSG00000260412"
"1348","ENSG00000241043"
"1349","ENSG00000237437"
"1350","ENSG00000236184"
"1351","ENSG00000233554"
"1352","ENSG00000231991"
"1353","ENSG00000260947"
"1354","ENSG00000230074"
"1355","ENSG00000227388"
"1356","ENSG00000213866"
"1357","ENSG00000215283"
"1358","ENSG00000250850"
"1359","ENSG00000233137"
"1360","ENSG00000213839"
"1361","ENSG00000273036"
"1362","ENSG00000250989"
"1363","ENSG00000225345"
"1364","ENSG00000204860"
"1365","ENSG00000227921"
"1366","ENSG00000185020"
"1367","ENSG00000196409"
"1368","ENSG00000229273"
"1369","ENSG00000204837"
"1370","ENSG00000237846"
"1371","ENSG00000236816"
"1372","ENSG00000238245"
"1373","ENSG00000234665"
"1374","ENSG00000227582"
"1375","ENSG00000186466"
"1376","ENSG00000237238"
"1377","ENSG00000232833"
"1378","ENSG00000232815"
"1379","ENSG00000215548"
"1380","ENSG00000229789"
"1381","ENSG00000204794"
"1382","ENSG00000233961"
"1383","ENSG00000227558"
"1384","ENSG00000204790"
"1385","ENSG00000204778"
"1386","ENSG00000269337"
"1387","ENSG00000268364"
"1388","ENSG00000236801"
"1389","ENSG00000234618"
"1390","ENSG00000237529"
"1391","ENSG00000235298"
"1392","ENSG00000165121"
"1393","ENSG00000227638"
"1394","ENSG00000186354"
"1395","ENSG00000224945"
"1396","ENSG00000225460"
"1397","ENSG00000230537"
"1398","ENSG00000273381"
"1399","ENSG00000227603"
"1400","ENSG00000269946"
"1401","ENSG00000232063"
"1402","ENSG00000237857"
"1403","ENSG00000271659"
"1404","ENSG00000224546"
"1405","ENSG00000224848"
"1406","ENSG00000233820"
"1407","ENSG00000159712"
"1408","ENSG00000214417"
"1409","ENSG00000255145"
"1410","ENSG00000259953"
"1411","ENSG00000228623"
"1412","ENSG00000230734"
"1413","ENSG00000234782"
"1414","ENSG00000214654"
"1415","ENSG00000261534"
"1416","ENSG00000269979"
"1417","ENSG00000270102"
"1418","ENSG00000261094"
"1419","ENSG00000188394"
"1420","ENSG00000232630"
"1421","ENSG00000271833"
"1422","ENSG00000227218"
"1423","ENSG00000234771"
"1424","ENSG00000272960"
"1425","ENSG00000273281"
"1426","ENSG00000272696"
"1427","ENSG00000223551"
"1428","ENSG00000272593"
"1429","ENSG00000228395"
"1430","ENSG00000234705"
"1431","ENSG00000267834"
"1432","ENSG00000179082"
"1433","ENSG00000230676"
"1434","ENSG00000204054"
"1435","ENSG00000196205"
"1436","ENSG00000119440"
"1437","ENSG00000273473"
"1438","ENSG00000260193"
"1439","ENSG00000264527"
"1440","ENSG00000237886"
"1441","ENSG00000235117"
"1442","ENSG00000260996"
"1443","ENSG00000159247"
"1444","ENSG00000173876"
"1445","ENSG00000205740"
"1446","ENSG00000273001"
"1447","ENSG00000233117"
"1448","ENSG00000224251"
"1449","ENSG00000270427"
"1450","ENSG00000232807"
"1451","ENSG00000212743"
"1452","ENSG00000181800"
"1453","ENSG00000271046"
"1454","ENSG00000228302"
"1455","ENSG00000239665"
"1456","ENSG00000273474"
"1457","ENSG00000268549"
"1458","ENSG00000272853"
"1459","ENSG00000183748"
"1460","ENSG00000120586"
"1461","ENSG00000240291"
"1462","ENSG00000152487"
"1463","ENSG00000261671"
"1464","ENSG00000232224"
"1465","ENSG00000254635"
"1466","ENSG00000259994"
"1467","ENSG00000234814"
"1468","ENSG00000272914"
"1469","ENSG00000227253"
"1470","ENSG00000150076"
"1471","ENSG00000273038"
"1472","ENSG00000269952"
"1473","ENSG00000271335"
"1474","ENSG00000229644"
"1475","ENSG00000272983"
"1476","ENSG00000225119"
"1477","ENSG00000272373"
"1478","ENSG00000259869"
"1479","ENSG00000273008"
"1480","ENSG00000230555"
"1481","ENSG00000236114"
"1482","ENSG00000229116"
"1483","ENSG00000273363"
"1484","ENSG00000230869"
"1485","ENSG00000237840"
"1486","ENSG00000223477"
"1487","ENSG00000259942"
"1488","ENSG00000204150"
"1489","ENSG00000152726"
"1490","ENSG00000198035"
"1491","ENSG00000165388"
"1492","ENSG00000107623"
"1493","ENSG00000204164"
"1494","ENSG00000179296"
"1495","ENSG00000233665"
"1496","ENSG00000243251"
"1497","ENSG00000174194"
"1498","ENSG00000204169"
"1499","ENSG00000138293"
"1500","ENSG00000138297"
"1501","ENSG00000214982"
"1502","ENSG00000269165"
"1503","ENSG00000226200"
"1504","ENSG00000231345"
"1505","ENSG00000227121"
"1506","ENSG00000237949"
"1507","ENSG00000232682"
"1508","ENSG00000228065"
"1509","ENSG00000226318"
"1510","ENSG00000213025"
"1511","ENSG00000260400"
"1512","ENSG00000229097"
"1513","ENSG00000272630"
"1514","ENSG00000272599"
"1515","ENSG00000268584"
"1516","ENSG00000272791"
"1517","ENSG00000272140"
"1518","ENSG00000242338"
"1519","ENSG00000235316"
"1520","ENSG00000267957"
"1521","ENSG00000269772"
"1522","ENSG00000272692"
"1523","ENSG00000213514"
"1524","ENSG00000213513"
"1525","ENSG00000228748"
"1526","ENSG00000226381"
"1527","ENSG00000224886"
"1528","ENSG00000273372"
"1529","ENSG00000230091"
"1530","ENSG00000271738"
"1531","ENSG00000271933"
"1532","ENSG00000178429"
"1533","ENSG00000227896"
"1534","ENSG00000272631"
"1535","ENSG00000272734"
"1536","ENSG00000240089"
"1537","ENSG00000261011"
"1538","ENSG00000236417"
"1539","ENSG00000261438"
"1540","ENSG00000234043"
"1541","ENSG00000236493"
"1542","ENSG00000173088"
"1543","ENSG00000229417"
"1544","ENSG00000235677"
"1545","ENSG00000155640"
"1546","ENSG00000231025"
"1547","ENSG00000269783"
"1548","ENSG00000230928"
"1549","ENSG00000224934"
"1550","ENSG00000230224"
"1551","ENSG00000272933"
"1552","ENSG00000273108"
"1553","ENSG00000260461"
"1554","ENSG00000203497"
"1555","ENSG00000270589"
"1556","ENSG00000232934"
"1557","ENSG00000227560"
"1558","ENSG00000230018"
"1559","ENSG00000165862"
"1560","ENSG00000225302"
"1561","ENSG00000220842"
"1562","ENSG00000255624"
"1563","ENSG00000235245"
"1564","ENSG00000230724"
"1565","ENSG00000255026"
"1566","ENSG00000254910"
"1567","ENSG00000251661"
"1568","ENSG00000255158"
"1569","ENSG00000269915"
"1570","ENSG00000177236"
"1571","ENSG00000255142"
"1572","ENSG00000250397"
"1573","ENSG00000235027"
"1574","ENSG00000184682"
"1575","ENSG00000232987"
"1576","ENSG00000183562"
"1577","ENSG00000250404"
"1578","ENSG00000267940"
"1579","ENSG00000254595"
"1580","ENSG00000243869"
"1581","ENSG00000254680"
"1582","ENSG00000133808"
"1583","ENSG00000152268"
"1584","ENSG00000244398"
"1585","ENSG00000260196"
"1586","ENSG00000256282"
"1587","ENSG00000254966"
"1588","ENSG00000270607"
"1589","ENSG00000224411"
"1590","ENSG00000242353"
"1591","ENSG00000270903"
"1592","ENSG00000213713"
"1593","ENSG00000255443"
"1594","ENSG00000261355"
"1595","ENSG00000196559"
"1596","ENSG00000246250"
"1597","ENSG00000244953"
"1598","ENSG00000244313"
"1599","ENSG00000270060"
"1600","ENSG00000255197"
"1601","ENSG00000254602"
"1602","ENSG00000214797"
"1603","ENSG00000255139"
"1604","ENSG00000256443"
"1605","ENSG00000269089"
"1606","ENSG00000269176"
"1607","ENSG00000256116"
"1608","ENSG00000269290"
"1609","ENSG00000255200"
"1610","ENSG00000173727"
"1611","ENSG00000260233"
"1612","ENSG00000255038"
"1613","ENSG00000254461"
"1614","ENSG00000254855"
"1615","ENSG00000245156"
"1616","ENSG00000269990"
"1617","ENSG00000258297"
"1618","ENSG00000231793"
"1619","ENSG00000255318"
"1620","ENSG00000255031"
"1621","ENSG00000261625"
"1622","ENSG00000259799"
"1623","ENSG00000246889"
"1624","ENSG00000254682"
"1625","ENSG00000254469"
"1626","ENSG00000228915"
"1627","ENSG00000215841"
"1628","ENSG00000260401"
"1629","ENSG00000256148"
"1630","ENSG00000212961"
"1631","ENSG00000255440"
"1632","ENSG00000227615"
"1633","ENSG00000241170"
"1634","ENSG00000254429"
"1635","ENSG00000272301"
"1636","ENSG00000255135"
"1637","ENSG00000254810"
"1638","ENSG00000254632"
"1639","ENSG00000261578"
"1640","ENSG00000227376"
"1641","ENSG00000227097"
"1642","ENSG00000246067"
"1643","ENSG00000254676"
"1644","ENSG00000255234"
"1645","ENSG00000215504"
"1646","ENSG00000254783"
"1647","ENSG00000255471"
"1648","ENSG00000255445"
"1649","ENSG00000255893"
"1650","ENSG00000180771"
"1651","ENSG00000256885"
"1652","ENSG00000170647"
"1653","ENSG00000260966"
"1654","ENSG00000254750"
"1655","ENSG00000261098"
"1656","ENSG00000227487"
"1657","ENSG00000270179"
"1658","ENSG00000246100"
"1659","ENSG00000231611"
"1660","ENSG00000254851"
"1661","ENSG00000254528"
"1662","ENSG00000243431"
"1663","ENSG00000255176"
"1664","ENSG00000245869"
"1665","ENSG00000255121"
"1666","ENSG00000240970"
"1667","ENSG00000254428"
"1668","ENSG00000254909"
"1669","ENSG00000245248"
"1670","ENSG00000255090"
"1671","ENSG00000255045"
"1672","ENSG00000254509"
"1673","ENSG00000254941"
"1674","ENSG00000203306"
"1675","ENSG00000255327"
"1676","ENSG00000256694"
"1677","ENSG00000256540"
"1678","ENSG00000261799"
"1679","ENSG00000250132"
"1680","ENSG00000206044"
"1681","ENSG00000250899"
"1682","ENSG00000227081"
"1683","ENSG00000256164"
"1684","ENSG00000151079"
"1685","ENSG00000256790"
"1686","ENSG00000256654"
"1687","ENSG00000256433"
"1688","ENSG00000247853"
"1689","ENSG00000219410"
"1690","ENSG00000269892"
"1691","ENSG00000272173"
"1692","ENSG00000272201"
"1693","ENSG00000256967"
"1694","ENSG00000164845"
"1695","ENSG00000249790"
"1696","ENSG00000256720"
"1697","ENSG00000111788"
"1698","ENSG00000256673"
"1699","ENSG00000214826"
"1700","ENSG00000214776"
"1701","ENSG00000257027"
"1702","ENSG00000213443"
"1703","ENSG00000256039"
"1704","ENSG00000256667"
"1705","ENSG00000212125"
"1706","ENSG00000261324"
"1707","ENSG00000256564"
"1708","ENSG00000256973"
"1709","ENSG00000255864"
"1710","ENSG00000258546"
"1711","ENSG00000246695"
"1712","ENSG00000256894"
"1713","ENSG00000247903"
"1714","ENSG00000247934"
"1715","ENSG00000257511"
"1716","ENSG00000258794"
"1717","ENSG00000257742"
"1718","ENSG00000273015"
"1719","ENSG00000257261"
"1720","ENSG00000258352"
"1721","ENSG00000268069"
"1722","ENSG00000240399"
"1723","ENSG00000269514"
"1724","ENSG00000272368"
"1725","ENSG00000257298"
"1726","ENSG00000261586"
"1727","ENSG00000257989"
"1728","ENSG00000257829"
"1729","ENSG00000257605"
"1730","ENSG00000270175"
"1731","ENSG00000260470"
"1732","ENSG00000179899"
"1733","ENSG00000258199"
"1734","ENSG00000257303"
"1735","ENSG00000224713"
"1736","ENSG00000257499"
"1737","ENSG00000270039"
"1738","ENSG00000269903"
"1739","ENSG00000257354"
"1740","ENSG00000139239"
"1741","ENSG00000258117"
"1742","ENSG00000255642"
"1743","ENSG00000225422"
"1744","ENSG00000236946"
"1745","ENSG00000251695"
"1746","ENSG00000257410"
"1747","ENSG00000236333"
"1748","ENSG00000257497"
"1749","ENSG00000258178"
"1750","ENSG00000271327"
"1751","ENSG00000271259"
"1752","ENSG00000270344"
"1753","ENSG00000258302"
"1754","ENSG00000245904"
"1755","ENSG00000205056"
"1756","ENSG00000271382"
"1757","ENSG00000258365"
"1758","ENSG00000257878"
"1759","ENSG00000257489"
"1760","ENSG00000257681"
"1761","ENSG00000213442"
"1762","ENSG00000260329"
"1763","ENSG00000264043"
"1764","ENSG00000256262"
"1765","ENSG00000256139"
"1766","ENSG00000270018"
"1767","ENSG00000229186"
"1768","ENSG00000226469"
"1769","ENSG00000271579"
"1770","ENSG00000240342"
"1771","ENSG00000213144"
"1772","ENSG00000255857"
"1773","ENSG00000261827"
"1774","ENSG00000182500"
"1775","ENSG00000272849"
"1776","ENSG00000256304"
"1777","ENSG00000235423"
"1778","ENSG00000256092"
"1779","ENSG00000247373"
"1780","ENSG00000270028"
"1781","ENSG00000250091"
"1782","ENSG00000269997"
"1783","ENSG00000214650"
"1784","ENSG00000256128"
"1785","ENSG00000249926"
"1786","ENSG00000256943"
"1787","ENSG00000256542"
"1788","ENSG00000232888"
"1789","ENSG00000255748"
"1790","ENSG00000244155"
"1791","ENSG00000226352"
"1792","ENSG00000233469"
"1793","ENSG00000237672"
"1794","ENSG00000238286"
"1795","ENSG00000233325"
"1796","ENSG00000226525"
"1797","ENSG00000232187"
"1798","ENSG00000253771"
"1799","ENSG00000203602"
"1800","ENSG00000261485"
"1801","ENSG00000213411"
"1802","ENSG00000230633"
"1803","ENSG00000236711"
"1804","ENSG00000168852"
"1805","ENSG00000176268"
"1806","ENSG00000179611"
"1807","ENSG00000273149"
"1808","ENSG00000170919"
"1809","ENSG00000214455"
"1810","ENSG00000225131"
"1811","ENSG00000270101"
"1812","ENSG00000224892"
"1813","ENSG00000231856"
"1814","ENSG00000150276"
"1815","ENSG00000136149"
"1816","ENSG00000238213"
"1817","ENSG00000197991"
"1818","ENSG00000165659"
"1819","ENSG00000228444"
"1820","ENSG00000214182"
"1821","ENSG00000224418"
"1822","ENSG00000260992"
"1823","ENSG00000269942"
"1824","ENSG00000229152"
"1825","ENSG00000267868"
"1826","ENSG00000235280"
"1827","ENSG00000258768"
"1828","ENSG00000259001"
"1829","ENSG00000258515"
"1830","ENSG00000211786"
"1831","ENSG00000211789"
"1832","ENSG00000211799"
"1833","ENSG00000211829"
"1834","ENSG00000229164"
"1835","ENSG00000228313"
"1836","ENSG00000270433"
"1837","ENSG00000157306"
"1838","ENSG00000259321"
"1839","ENSG00000258655"
"1840","ENSG00000258704"
"1841","ENSG00000259104"
"1842","ENSG00000258844"
"1843","ENSG00000258661"
"1844","ENSG00000258998"
"1845","ENSG00000258486"
"1846","ENSG00000265150"
"1847","ENSG00000258929"
"1848","ENSG00000259071"
"1849","ENSG00000269906"
"1850","ENSG00000270062"
"1851","ENSG00000271075"
"1852","ENSG00000258985"
"1853","ENSG00000258469"
"1854","ENSG00000259969"
"1855","ENSG00000258682"
"1856","ENSG00000258900"
"1857","ENSG00000213598"
"1858","ENSG00000247287"
"1859","ENSG00000258926"
"1860","ENSG00000200693"
"1861","ENSG00000234911"
"1862","ENSG00000272909"
"1863","ENSG00000259078"
"1864","ENSG00000224861"
"1865","ENSG00000258967"
"1866","ENSG00000242071"
"1867","ENSG00000258951"
"1868","ENSG00000259146"
"1869","ENSG00000259015"
"1870","ENSG00000258376"
"1871","ENSG00000258944"
"1872","ENSG00000259065"
"1873","ENSG00000258559"
"1874","ENSG00000270000"
"1875","ENSG00000259005"
"1876","ENSG00000258769"
"1877","ENSG00000258646"
"1878","ENSG00000259319"
"1879","ENSG00000259081"
"1880","ENSG00000258915"
"1881","ENSG00000259167"
"1882","ENSG00000258999"
"1883","ENSG00000258789"
"1884","ENSG00000258424"
"1885","ENSG00000260711"
"1886","ENSG00000261372"
"1887","ENSG00000229645"
"1888","ENSG00000258572"
"1889","ENSG00000247092"
"1890","ENSG00000187621"
"1891","ENSG00000257275"
"1892","ENSG00000260806"
"1893","ENSG00000258702"
"1894","ENSG00000232573"
"1895","ENSG00000234648"
"1896","ENSG00000258666"
"1897","ENSG00000271780"
"1898","ENSG00000272444"
"1899","ENSG00000259515"
"1900","ENSG00000259775"
"1901","ENSG00000260285"
"1902","ENSG00000258851"
"1903","ENSG00000246451"
"1904","ENSG00000270108"
"1905","ENSG00000269958"
"1906","ENSG00000224997"
"1907","ENSG00000269963"
"1908","ENSG00000258811"
"1909","ENSG00000257556"
"1910","ENSG00000257270"
"1911","ENSG00000211890"
"1912","ENSG00000211891"
"1913","ENSG00000211892"
"1914","ENSG00000211893"
"1915","ENSG00000253755"
"1916","ENSG00000253701"
"1917","ENSG00000211895"
"1918","ENSG00000211896"
"1919","ENSG00000211897"
"1920","ENSG00000211898"
"1921","ENSG00000211899"
"1922","ENSG00000265714"
"1923","ENSG00000211900"
"1924","ENSG00000242472"
"1925","ENSG00000240041"
"1926","ENSG00000242887"
"1927","ENSG00000211904"
"1928","ENSG00000211905"
"1929","ENSG00000244620"
"1930","ENSG00000211923"
"1931","ENSG00000211930"
"1932","ENSG00000211933"
"1933","ENSG00000225200"
"1934","ENSG00000211934"
"1935","ENSG00000211935"
"1936","ENSG00000211936"
"1937","ENSG00000211937"
"1938","ENSG00000211938"
"1939","ENSG00000211939"
"1940","ENSG00000211940"
"1941","ENSG00000211941"
"1942","ENSG00000211942"
"1943","ENSG00000253709"
"1944","ENSG00000211943"
"1945","ENSG00000254046"
"1946","ENSG00000211945"
"1947","ENSG00000211946"
"1948","ENSG00000211947"
"1949","ENSG00000211949"
"1950","ENSG00000211950"
"1951","ENSG00000253441"
"1952","ENSG00000211951"
"1953","ENSG00000254326"
"1954","ENSG00000211952"
"1955","ENSG00000211953"
"1956","ENSG00000231475"
"1957","ENSG00000211955"
"1958","ENSG00000211956"
"1959","ENSG00000211957"
"1960","ENSG00000211959"
"1961","ENSG00000253705"
"1962","ENSG00000232216"
"1963","ENSG00000211961"
"1964","ENSG00000211962"
"1965","ENSG00000211964"
"1966","ENSG00000211965"
"1967","ENSG00000211966"
"1968","ENSG00000211967"
"1969","ENSG00000254395"
"1970","ENSG00000253131"
"1971","ENSG00000211968"
"1972","ENSG00000224373"
"1973","ENSG00000253742"
"1974","ENSG00000211970"
"1975","ENSG00000223648"
"1976","ENSG00000253209"
"1977","ENSG00000211972"
"1978","ENSG00000253274"
"1979","ENSG00000211973"
"1980","ENSG00000211974"
"1981","ENSG00000254056"
"1982","ENSG00000225698"
"1983","ENSG00000211976"
"1984","ENSG00000224650"
"1985","ENSG00000211978"
"1986","ENSG00000211979"
"1987","ENSG00000259337"
"1988","ENSG00000260409"
"1989","ENSG00000237161"
"1990","ENSG00000247765"
"1991","ENSG00000270505"
"1992","ENSG00000271288"
"1993","ENSG00000259261"
"1994","ENSG00000270356"
"1995","ENSG00000258732"
"1996","ENSG00000153575"
"1997","ENSG00000068793"
"1998","ENSG00000259425"
"1999","ENSG00000187667"
"2000","ENSG00000153666"
"2001","ENSG00000140181"
"2002","ENSG00000260760"
"2003","ENSG00000241061"
"2004","ENSG00000224078"
"2005","ENSG00000270704"
"2006","ENSG00000271347"
"2007","ENSG00000257647"
"2008","ENSG00000257151"
"2009","ENSG00000270246"
"2010","ENSG00000261069"
"2011","ENSG00000248334"
"2012","ENSG00000260844"
"2013","ENSG00000261377"
"2014","ENSG00000259644"
"2015","ENSG00000234664"
"2016","ENSG00000215302"
"2017","ENSG00000270055"
"2018","ENSG00000260693"
"2019","ENSG00000269930"
"2020","ENSG00000269974"
"2021","ENSG00000270015"
"2022","ENSG00000259448"
"2023","ENSG00000254912"
"2024","ENSG00000223509"
"2025","ENSG00000261064"
"2026","ENSG00000262728"
"2027","ENSG00000259408"
"2028","ENSG00000259287"
"2029","ENSG00000259917"
"2030","ENSG00000261559"
"2031","ENSG00000259326"
"2032","ENSG00000259584"
"2033","ENSG00000259714"
"2034","ENSG00000261374"
"2035","ENSG00000259211"
"2036","ENSG00000272003"
"2037","ENSG00000260799"
"2038","ENSG00000259187"
"2039","ENSG00000259539"
"2040","ENSG00000179362"
"2041","ENSG00000261597"
"2042","ENSG00000244879"
"2043","ENSG00000259715"
"2044","ENSG00000259298"
"2045","ENSG00000259668"
"2046","ENSG00000259712"
"2047","ENSG00000259577"
"2048","ENSG00000260618"
"2049","ENSG00000259250"
"2050","ENSG00000259657"
"2051","ENSG00000234797"
"2052","ENSG00000259498"
"2053","ENSG00000259459"
"2054","ENSG00000265967"
"2055","ENSG00000260773"
"2056","ENSG00000269999"
"2057","ENSG00000261351"
"2058","ENSG00000270964"
"2059","ENSG00000261425"
"2060","ENSG00000259744"
"2061","ENSG00000259781"
"2062","ENSG00000212664"
"2063","ENSG00000031544"
"2064","ENSG00000261460"
"2065","ENSG00000261187"
"2066","ENSG00000260534"
"2067","ENSG00000260103"
"2068","ENSG00000260274"
