"","genes","logFC","logCPM","LR","PValue","FDR"
"5682","ENSG00000228302",-0.501355322387799,1.18791847078029,3.27227238001318,0.0704599620910147,0.241219891874888
"5683","ENSG00000120725",0.406448027218468,5.51598109182039,3.2721646078613,0.0704645906121929,0.241219891874888
"5684","ENSG00000110844",0.355978662423492,5.44288709974261,3.27208763317334,0.0704678966653062,0.241219891874888
"5685","ENSG00000108786",-0.467291384507123,2.17182567797124,3.2702083248289,0.0705486642850549,0.241453889356959
"5686","ENSG00000228031",0.911235567506437,0.674333300957676,3.26836061042306,0.0706281707569937,0.241614981052758
"5687","ENSG00000260331",-0.624854221678206,-0.242134091604399,3.26829468134042,0.070631009433962,0.241614981052758
"5688","ENSG00000134755",0.485965958751677,2.80122844473927,3.26824877237815,0.0706329861863641,0.241614981052758
"5689","ENSG00000023191",0.279403634859145,7.50995823713055,3.26744504319609,0.0706676028347934,0.241690903209101
"5690","ENSG00000140400",0.381691179389004,7.9673685351766,3.2640682166807,0.0708132415913759,0.242146439656134
"5691","ENSG00000214960",0.592719063446,-0.321894213324757,3.26305213257956,0.07085712706913,0.242253931011081
"5692","ENSG00000167912",-0.654757609265141,0.60492152797439,3.26161535731637,0.0709192322684187,0.242381293749241
"5693","ENSG00000084774",-0.249395876574218,6.06444581198447,3.26161392753016,0.0709192941005516,0.242381293749241
"5694","ENSG00000233485",0.666979336007482,0.559759323599366,3.26104811344264,0.070943767672015,0.242422354688162
"5695","ENSG00000138119",0.353074330819431,7.23553367219928,3.26009404977815,0.0709850549811649,0.242520845437845
"5696","ENSG00000140575",0.336916579774978,7.81347721296388,3.25919524768031,0.0710239743850098,0.242611213063402
"5697","ENSG00000150995",0.373348308660042,7.05747157199873,3.25855172069242,0.0710518540594577,0.242663844906945
"5698","ENSG00000095370",-0.402110824580068,5.78819957143706,3.25547757771923,0.0711851977921234,0.243076587125543
"5699","ENSG00000260711",-0.496435040324009,3.14253448701117,3.25434747865642,0.0712342842456375,0.243201521068147
"5700","ENSG00000179344",-0.811460510787698,5.70350005951492,3.25271966882551,0.0713050527912514,0.243400423185856
"5701","ENSG00000151923",-0.309617209089975,6.76608594160764,3.25134139084254,0.0713650319177581,0.243560614540866
"5702","ENSG00000245532",0.584149803086257,12.9864987652709,3.25106612580066,0.071377017223211,0.243560614540866
"5703","ENSG00000167671",0.301018753423751,7.44774360888575,3.24997261484985,0.0714246510552031,0.243680420056301
"5704","ENSG00000138722",0.681218635722505,6.42878939351381,3.24841949728548,0.0714923641245366,0.243868676152018
"5705","ENSG00000267352",-0.456960548068673,3.37942878880576,3.24687011091287,0.0715599830783878,0.244056545268395
"5706","ENSG00000004838",-0.612024330682557,1.7098887401532,3.24650288517334,0.0715760197408511,0.24406845707987
"5707","ENSG00000168411",-0.273879292226677,4.56545606410104,3.24596505057249,0.0715995138048971,0.244076432211157
"5708","ENSG00000104320",0.253315505819254,5.29073055232846,3.2457064372143,0.0716108136756102,0.244076432211157
"5709","ENSG00000272568",-0.720607038722844,2.44017121742664,3.24553107201576,0.0716184771827704,0.244076432211157
"5710","ENSG00000105576",0.289338460771391,6.91828036911121,3.24480705752324,0.0716501261219191,0.244076432211157
"5711","ENSG00000136682",0.281838379802416,4.14432347234897,3.24438147908694,0.0716687364826028,0.244076432211157
"5712","ENSG00000267390",-0.609460476449728,0.317694805317017,3.24426789547336,0.0716737043207387,0.244076432211157
"5713","ENSG00000168389",1.05270504608838,4.62374116959174,3.24414735020335,0.0716789770465182,0.244076432211157
"5714","ENSG00000231170",-0.978536725962459,-1.75100655933941,3.24410458197892,0.0716808478554256,0.244076432211157
"5715","ENSG00000055044",0.304224390695744,5.99908175325631,3.24386661565823,0.0716912581634765,0.244076432211157
"5716","ENSG00000078177",0.351643180717095,4.56863116679841,3.24328767824957,0.0717165916951283,0.244119965817374
"5717","ENSG00000100243",0.320540385784354,7.89008150223418,3.24293798183243,0.0717318985941527,0.244129359969639
"5718","ENSG00000211978",-1.58873898145998,-1.59949082857578,3.24232891633957,0.0717585669491627,0.244171196757511
"5719","ENSG00000178719",0.325342231427544,7.91379242150068,3.24208408772227,0.071769289934533,0.244171196757511
"5720","ENSG00000104915",-0.274431386906272,5.66677904997822,3.23965137655515,0.0718759310123415,0.244491256941806
"5721","ENSG00000149636",-0.348584881739202,3.76008438246867,3.23837020135396,0.0719321612799189,0.244639759137106
"5722","ENSG00000204256",0.294211408162038,8.62349547799077,3.23773497500309,0.0719600585971087,0.244691866501912
"5723","ENSG00000170088",0.329364434587542,4.695938956977,3.23551824544676,0.0720575018966955,0.244948017320707
"5724","ENSG00000072274",0.412919843202676,5.84650028892712,3.23538008570756,0.0720635798228733,0.244948017320707
"5725","ENSG00000105894",0.653393417407799,4.70878176329848,3.23516242784083,0.0720731561474558,0.244948017320707
"5726","ENSG00000135373",0.666804956658635,1.68492060806468,3.23299670612667,0.0721685160836762,0.245229273042279
"5727","ENSG00000185129",0.284832109425411,4.26818079352826,3.23038095106564,0.0722838720649533,0.245578365421302
"5728","ENSG00000002016",-0.419879281847801,4.75363148120959,3.2286584864208,0.0723599414912653,0.245793886451737
"5729","ENSG00000176871",0.36624331366029,5.53738849485008,3.2264022564199,0.0724597135641628,0.245976995727032
"5730","ENSG00000165997",0.403160645155302,5.08402274601766,3.22638817909292,0.0724603365363552,0.245976995727032
"5731","ENSG00000075886",-0.680977528056644,-0.849032633128052,3.22637447499961,0.0724609429971375,0.245976995727032
"5732","ENSG00000173320",0.332334450594419,4.9838197551209,3.22615198688911,0.0724707897449563,0.245976995727032
"5733","ENSG00000135655",-0.330024628144594,6.1464617837873,3.22601037318107,0.0724770579484544,0.245976995727032
"5734","ENSG00000170909",-0.65405194562638,1.1266555424669,3.22478369671694,0.072531378285151,0.246118421223262
"5735","ENSG00000162194",-0.333555901562496,4.71538244635035,3.2240401057702,0.0725643276280805,0.246187292530002
"5736","ENSG00000185774",0.53291682614906,2.07216041858744,3.22334397110781,0.0725951886799028,0.246227833304301
"5737","ENSG00000260917",-0.355117079575041,3.36180869396459,3.22304568985833,0.0726084163963543,0.246227833304301
"5738","ENSG00000197858",0.321703365531074,6.92619278863014,3.2229143415864,0.0726142420465683,0.246227833304301
"5739","ENSG00000139914",-0.497847007872853,0.863953215773532,3.22236690249277,0.0726385278467893,0.246267265432128
"5740","ENSG00000112406",-0.329777307579248,5.7873686165165,3.22093141279426,0.0727022512286665,0.246440366229297
"5741","ENSG00000198478",0.435131065323053,7.14725804079317,3.21884828507658,0.0727948308279329,0.246711204218619
"5742","ENSG00000070540",0.416738113678631,4.59713890230356,3.21810527104883,0.0728278828886055,0.246780236392128
"5743","ENSG00000155428",-0.635216132430018,1.15493279915615,3.21730060169505,0.0728636957683569,0.246855193739077
"5744","ENSG00000109458",-0.351531353090183,5.0540977445349,3.21687686541188,0.0728825623082367,0.246855193739077
"5745","ENSG00000137857",0.435661765364653,8.29954660188236,3.21675329047349,0.0728880653765224,0.246855193739077
"5746","ENSG00000130826",0.273790979081362,5.67434080362133,3.21572416299513,0.0729339120410518,0.246967477651017
"5747","ENSG00000116874",0.336342641551786,3.67435902560856,3.21542466787383,0.0729472600787384,0.246969695380549
"5748","ENSG00000170638",-0.339482059811974,6.32946165744471,3.21483622221094,0.0729734938320694,0.246997359032294
"5749","ENSG00000129451",-1.01578481472485,-0.513498114039769,3.21467192780445,0.0729808201200934,0.246997359032294
"5750","ENSG00000272121",0.601179505261465,0.255372363268903,3.21310235005186,0.073050851210042,0.247168466022351
"5751","ENSG00000166860",-0.378382414761098,3.37359194810267,3.2129694529917,0.073056784092848,0.247168466022351
"5752","ENSG00000144815",-0.330106528420538,4.58110316161836,3.21212302771442,0.073094582930947,0.247217203439754
"5753","ENSG00000005700",0.243930111530661,5.55616330528804,3.21177804869907,0.0731099946868985,0.247217203439754
"5754","ENSG00000151789",-0.697889153683954,2.34484257364245,3.21163861568595,0.0731162247726763,0.247217203439754
"5755","ENSG00000138376",-0.456607879185816,2.90375026184009,3.21150908446653,0.0731220129411413,0.247217203439754
"5756","ENSG00000173757",-0.234811952027512,6.80336413353445,3.21119871116041,0.0731358841306856,0.247221142725982
"5757","ENSG00000143398",0.300395726549938,6.05488858067805,3.2090347500577,0.073232674278408,0.247467060789808
"5758","ENSG00000129566",-0.29654656512799,6.21162238367384,3.20900352663711,0.0732340718521723,0.247467060789808
"5759","ENSG00000261064",0.618014226979113,-0.402860393258587,3.2083423467849,0.0732636732677253,0.247484729027347
"5760","ENSG00000164011",-0.32607523147993,3.98621799586282,3.20831853352294,0.0732647396411326,0.247484729027347
"5761","ENSG00000142655",0.25744112538247,4.53108350527756,3.20738846328093,0.0733064018242017,0.247582478787275
"5762","ENSG00000109466",0.319717470367347,4.82498426483259,3.20623823018564,0.0733579612918753,0.2476552854503
"5763","ENSG00000232216",-1.63274078899075,1.67440635052334,3.20610193385129,0.0733640733851859,0.2476552854503
"5764","ENSG00000148400",-0.329232662760214,6.57307794200146,3.20605576128723,0.073366144078508,0.2476552854503
"5765","ENSG00000135736",-0.360424691247478,3.78633047440445,3.20560770063085,0.0733862414380168,0.247680156055419
"5766","ENSG00000101938",0.628737215060526,6.59255061557738,3.204744688983,0.0734249677025615,0.247767880088231
"5767","ENSG00000104412",0.268091732035183,4.93982650803748,3.20433884233013,0.0734431870016278,0.247786386247732
"5768","ENSG00000163866",0.345596431227279,4.88733564131865,3.20311174343693,0.0734983035357567,0.247888199077053
"5769","ENSG00000133392",0.936512234300468,7.80433553260974,3.20309970098072,0.0734988446561914,0.247888199077053
"5770","ENSG00000135926",0.335195595085413,8.13837299631309,3.20271722738481,0.0735160330987241,0.247903198613843
"5771","ENSG00000171227",0.493040732166104,4.7437940942161,3.20103190343723,0.0735918233064693,0.24811576955016
"5772","ENSG00000108469",0.301631559056654,6.81221181983216,3.20057213892014,0.073612513796884,0.248142529616419
"5773","ENSG00000273367",-0.703655971961522,-0.702376465618437,3.20012364665061,0.0736327030251758,0.248167590985769
"5774","ENSG00000212747",0.343591562556437,4.07584907987738,3.19972630246993,0.0736505947473869,0.248184901627971
"5775","ENSG00000156504",-0.238681015362691,6.0345473812257,3.19924982610059,0.0736720558080339,0.248197335371164
"5776","ENSG00000145414",0.336880391878348,3.10704530057503,3.19907799475566,0.0736797969421721,0.248197335371164
"5777","ENSG00000164091",0.239397660413344,6.95009789047414,3.19877902537556,0.0736932678235037,0.24819974243412
"5778","ENSG00000107669",0.268748119487436,4.90094197680593,3.19845704609522,0.0737077784351772,0.248205649881143
"5779","ENSG00000167702",-0.31345110805363,5.88491347753843,3.1981524643568,0.0737215078160307,0.248208925000261
"5780","ENSG00000265666",0.455436373421331,1.55892827496927,3.19706294852687,0.0737706415011986,0.248298382262619
"5781","ENSG00000140521",-0.273285738016714,6.0271300486841,3.19699735568003,0.0737736006506759,0.248298382262619
"5782","ENSG00000122786",0.387243158761578,8.64682846761406,3.19356047065471,0.0739288303390105,0.248777802128351
"5783","ENSG00000010932",-0.808369421582928,2.12737643751904,3.19198835750443,0.0739999529375269,0.248974076483739
"5784","ENSG00000117594",0.931296052962112,2.04603622037202,3.18999136120557,0.0740904032360537,0.249195660620615
"5785","ENSG00000211943",-1.51585597782054,3.28118352661641,3.18996877137675,0.0740914270797274,0.249195660620615
"5786","ENSG00000067141",0.329217827769754,5.60144295077933,3.18914830092848,0.0741286237350556,0.249217006738054
"5787","ENSG00000144331",-0.792903475466176,1.74318360014649,3.18909212339616,0.0741311713197084,0.249217006738054
"5788","ENSG00000196267",-0.356409771475148,3.19966796530328,3.18898125010284,0.0741361995682713,0.249217006738054
"5789","ENSG00000271043",-0.878068561497741,0.141317298080132,3.18797385161934,0.0741819031864238,0.249327567852522
"5790","ENSG00000171195",-2.66497866021103,2.7935457426059,3.18688383340194,0.074231389169757,0.249440162864995
"5791","ENSG00000162236",0.267155625517745,5.81618752372675,3.1866712705423,0.0742410434882658,0.249440162864995
"5792","ENSG00000198556",-0.357538302229518,4.39208694791664,3.18610334950175,0.0742668443096758,0.249474317926837
"5793","ENSG00000204370",0.308485025711754,6.20088898891457,3.18588310354728,0.0742768527393825,0.249474317926837
"5794","ENSG00000137672",0.385122815616067,4.34674006575134,3.18550310331856,0.0742941241372775,0.249489260155162
"5795","ENSG00000198783",-0.305310330483145,4.25951622443688,3.18517438692757,0.0743090681109848,0.249496382784371
"5796","ENSG00000073921",0.283441625125991,7.34268597707469,3.18478880574363,0.074326601362786,0.249512195085529
"5797","ENSG00000211933",-1.76947730094344,1.78147214540987,3.18362111303457,0.074379726102772,0.249647460890398
"5798","ENSG00000225630",-0.654678539076479,8.30927954584499,3.18313168891979,0.0744020048124094,0.249679166546231
"5799","ENSG00000186480",0.328056327101666,4.7594080004833,3.18247774375918,0.0744317837459605,0.249736026270935
"5800","ENSG00000232160",0.411689735834052,1.46891447063745,3.17958198199878,0.0745638029884337,0.250135847369992
"5801","ENSG00000119414",0.236344253052707,6.07137894548324,3.17852544873723,0.0746120334672349,0.250228455981035
"5802","ENSG00000084623",0.266160191742637,6.91820049643963,3.17800284439051,0.0746359026088433,0.250228455981035
"5803","ENSG00000117399",-0.968271134254992,1.86933066671193,3.17793196735186,0.0746391404389444,0.250228455981035
"5804","ENSG00000184584",-0.478642130382145,5.88496080132214,3.17785073872343,0.0746428513395656,0.250228455981035
"5805","ENSG00000180113",-0.53356543456637,3.15598341188914,3.17692648824576,0.0746850893466483,0.250326922208051
"5806","ENSG00000180532",-0.8478342987829,-0.782446381311241,3.17566109351703,0.0747429591937363,0.250477739757583
"5807","ENSG00000073711",0.404237840603156,3.13742427556904,3.17533522961966,0.0747578696082424,0.250484565002165
"5808","ENSG00000172375",-0.289762482079962,4.56011314727925,3.17475690322776,0.0747843397076253,0.250530113238854
"5809","ENSG00000140287",-1.21128678423008,-0.0898045161282719,3.17398082162284,0.0748198769173481,0.250606015696478
"5810","ENSG00000224897",-0.601105375889199,-0.158092096315265,3.17119696788366,0.0749475004384589,0.250948997191068
"5811","ENSG00000120647",-0.374006811830555,2.97201622239431,3.17118452779438,0.074948071268813,0.250948997191068
"5812","ENSG00000154258",-0.65890077393235,5.97088955026262,3.17019757776322,0.0749933736950429,0.251026928308609
"5813","ENSG00000120370",-0.338347984868323,4.08469490602618,3.1699324998659,0.0750055461624494,0.251026928308609
"5814","ENSG00000139722",0.285683555133046,5.88612535920019,3.169834411701,0.0750100509423987,0.251026928308609
"5815","ENSG00000152268",0.90209306981539,4.64270634146549,3.16900749023225,0.075048039548808,0.251110869389709
"5816","ENSG00000018280",-0.635185066100031,4.12562478253835,3.16816965804338,0.0750865504712297,0.251146520086614
"5817","ENSG00000058453",-0.364279138227185,5.92224723697334,3.1681066241704,0.0750894486792019,0.251146520086614
"5818","ENSG00000260461",-0.395702525532068,2.56806395531554,3.16791976824212,0.0750980407556272,0.251146520086614
"5819","ENSG00000170540",0.297770950685429,6.70390054056413,3.16765264922334,0.0751103253525214,0.251146520086614
"5820","ENSG00000053254",-0.321968697054432,5.97130263933331,3.1671047051895,0.0751355316313382,0.251187635558582
"5821","ENSG00000237238",-0.552640597616494,1.87654516803126,3.16658726436593,0.0751593430580706,0.251194868679933
"5822","ENSG00000134419",-0.292020704516661,8.6432789061166,3.16649660721123,0.0751635157246528,0.251194868679933
"5823","ENSG00000262246",-0.350783295683859,5.69800847777232,3.16517099930728,0.0752245577639879,0.251355696447521
"5824","ENSG00000270081",-0.436368376231113,2.39483734017557,3.16446458889935,0.0752571085403662,0.251387492919112
"5825","ENSG00000134056",0.31248772158535,4.04744451141962,3.16440372123991,0.0752599139771715,0.251387492919112
"5826","ENSG00000169282",0.527282867277223,4.79673781145487,3.1634108823125,0.0753056905478385,0.251497222964177
"5827","ENSG00000271529",-0.452656933469677,4.38648057177471,3.1628993195074,0.0753292887208912,0.251532859214412
"5828","ENSG00000111642",0.279273638270903,7.98887058543944,3.16222812355744,0.0753602627547095,0.251565181611371
"5829","ENSG00000196126",-0.634084830629797,7.67867712434064,3.16182586953576,0.0753788323413817,0.251565181611371
"5830","ENSG00000198369",0.2786594334693,5.81099220619327,3.16162170732552,0.0753882591320699,0.251565181611371
"5831","ENSG00000186318",0.244737638673745,5.59498494656486,3.1614678369608,0.0753953646322798,0.251565181611371
"5832","ENSG00000122643",-0.284051100413281,4.37316525941786,3.16111104235064,0.0754118436356345,0.251565181611371
"5833","ENSG00000167716",-0.422837259012732,5.65632129520813,3.16081239621096,0.075425639954956,0.251565181611371
"5834","ENSG00000119650",0.27478053452461,4.79667908929312,3.16050311562085,0.0754399304042982,0.251565181611371
"5835","ENSG00000101311",0.587237867267837,2.55608004344837,3.16044960945775,0.0754424029759135,0.251565181611371
"5836","ENSG00000070961",-0.270495437254203,5.42786353180741,3.15822363913501,0.0755453444296012,0.251865278712603
"5837","ENSG00000169252",-0.689265480766294,1.87912603953649,3.1574640502911,0.075580506646219,0.251939338327134
"5838","ENSG00000233493",0.519049374143216,2.11724884260267,3.15706285389971,0.0755990855731426,0.251958103459513
"5839","ENSG00000236711",0.77005548045845,-0.0010996827785035,3.15672850201074,0.0756145727602852,0.251966559718594
"5840","ENSG00000101843",0.265412587847323,4.64044775959857,3.15643514417492,0.0756281639101164,0.251968696095742
"5841","ENSG00000135018",0.239051937204874,6.57327116076336,3.15530994930105,0.0756803180848637,0.252066907610026
"5842","ENSG00000196083",0.453470114592836,3.00324986985103,3.15524020365415,0.0756835521538661,0.252066907610026
"5843","ENSG00000152558",0.361992756555426,7.80254442376767,3.15343784786182,0.0757671779797443,0.252268585268006
"5844","ENSG00000078269",0.278849712939234,4.89664231287836,3.15317994446821,0.0757791523184524,0.252268585268006
"5845","ENSG00000144802",0.536268376396973,6.73818731530537,3.15309702715362,0.0757830025641927,0.252268585268006
"5846","ENSG00000227543",-0.482226339074136,1.6944874197514,3.15271735062152,0.0758006354392741,0.252284119695853
"5847","ENSG00000186453",0.844869620394319,0.120877106353698,3.15118476381733,0.0758718564216863,0.252451906806858
"5848","ENSG00000169193",0.351572914707407,3.27060905220665,3.151074182291,0.0758769980473098,0.252451906806858
"5849","ENSG00000198142",0.32673524475393,3.58600452178422,3.15058816738817,0.0758996003554302,0.252454821591629
"5850","ENSG00000186767",-0.378329332671701,2.9771321682322,3.15043848493506,0.0759065628524339,0.252454821591629
"5851","ENSG00000260773",-0.538418247847705,-0.455060144576668,3.15021844776831,0.0759167991536528,0.252454821591629
"5852","ENSG00000214018",0.750282332473286,-0.911806846829357,3.14970093856827,0.0759408799357725,0.252491746567041
"5853","ENSG00000130300",0.436231286637768,9.43637699450522,3.14814485689882,0.0760133371347347,0.252689475590387
"5854","ENSG00000247796",-0.591670969861364,1.41121667556811,3.14764233652255,0.0760367523046099,0.252724135563853
"5855","ENSG00000122557",-0.231058889546013,5.01288653551992,3.14565931193353,0.0761292279515974,0.252988281512251
"5856","ENSG00000198300",0.399249360165647,4.3963321681008,3.14363264570605,0.0762238637072352,0.25325245717836
"5857","ENSG00000158856",0.311708249665471,6.1655776518316,3.14339956246361,0.0762347557019918,0.25325245717836
"5858","ENSG00000165795",-0.29595447837969,7.38673034511579,3.14234228382469,0.0762841834144307,0.253373396499587
"5859","ENSG00000137709",0.949243135268202,2.31161586879903,3.1410784989004,0.0763433104945359,0.253526504914181
"5860","ENSG00000224945",-0.682855591160526,0.906248340709964,3.14034876456978,0.0763774740749427,0.253596674586376
"5861","ENSG00000067445",0.438673934476546,5.65109715733128,3.13943527154087,0.0764202637576008,0.253625369416804
"5862","ENSG00000175322",-0.486815418934428,2.37885416605711,3.13937320446765,0.0764231720277386,0.253625369416804
"5863","ENSG00000211939",-1.94413856227011,2.31105815717739,3.13914956160255,0.0764336522242689,0.253625369416804
"5864","ENSG00000271811",-0.96387897101496,1.06300178400277,3.13905130831155,0.0764382569902933,0.253625369416804
"5865","ENSG00000134250",0.318578319155726,7.40879958909754,3.13797900260436,0.0764885313642944,0.253709102618676
"5866","ENSG00000187186",0.412451625188288,1.83745671397939,3.1379196813611,0.076491313640902,0.253709102618676
"5867","ENSG00000101213",-0.688187938997784,-0.134864746625184,3.13767882978053,0.0765026111457971,0.253709102618676
"5868","ENSG00000165572",-0.412715002519553,3.42688208816201,3.13706582996832,0.0765313729174742,0.253761234297085
"5869","ENSG00000166405",0.331960287860737,6.46197357703075,3.13631139444418,0.0765667867736522,0.253811466755701
"5870","ENSG00000178741",0.418918980106192,5.78916742761982,3.13618733525901,0.0765726119060475,0.253811466755701
"5871","ENSG00000182230",-0.804571931307892,2.33145364311259,3.13443777111687,0.076654812521794,0.254040655294932
"5872","ENSG00000138074",-0.289338420148818,4.99845664460777,3.13146937066481,0.0767944954816218,0.254460234772806
"5873","ENSG00000167657",0.296750655115676,5.48136092723555,3.13058468803513,0.0768361786078696,0.254539734595733
"5874","ENSG00000159199",0.406712346831658,5.50109324440166,3.1304049042109,0.0768446523624061,0.254539734595733
"5875","ENSG00000166105",-1.210946484957,1.84972987097647,3.12997302368576,0.0768650123033095,0.254563837342211
"5876","ENSG00000161643",-0.666986951133337,0.0225861854578916,3.12897136096005,0.0769122555555502,0.254665789912538
"5877","ENSG00000163221",1.08023305754039,0.662764042240168,3.12847294157408,0.0769357750570463,0.254665789912538
"5878","ENSG00000166446",-0.412851874433723,3.31844722640303,3.12831049707423,0.0769434421880361,0.254665789912538
"5879","ENSG00000005812",0.279948568531422,6.36308538589828,3.12821073417064,0.0769481512512623,0.254665789912538
"5880","ENSG00000131080",-0.47339522654637,4.01910894874551,3.12773242792255,0.0769707328311785,0.254697202159225
"5881","ENSG00000177337",-0.425241649914429,3.20823996928267,3.12738957385443,0.0769869238894944,0.254707460996071
"5882","ENSG00000107902",0.403740014348056,5.39415135656699,3.12690468575141,0.0770098286664878,0.25473992457733
"5883","ENSG00000169139",0.260755942967199,4.95093263253013,3.12497256511082,0.0771011695414483,0.254998717621615
"5884","ENSG00000272871",-0.592857634331637,1.83124094221836,3.12403218947397,0.077145667894996,0.25510252553245
"5885","ENSG00000012660",0.355481663120142,6.72804454468627,3.12356045538144,0.0771680006460371,0.2551330142005
"5886","ENSG00000229320",-0.400460304980673,2.82451769628354,3.12299637905784,0.0771947141771443,0.255161400303239
"5887","ENSG00000204581",-0.851570336844679,-0.639689552651055,3.12282537411637,0.0772028145955268,0.255161400303239
"5888","ENSG00000244437",-1.65306957790998,5.11264052638168,3.12220493255299,0.07723221228005,0.255188534482406
"5889","ENSG00000204650",-0.362316047562289,4.66581801195627,3.12209852109442,0.0772372554641974,0.255188534482406
"5890","ENSG00000272037",-0.539252277273083,1.8422376240703,3.12152634706755,0.0772643787217891,0.255234807604389
"5891","ENSG00000154040",-0.553239434245678,-0.452517327401501,3.12121209655536,0.0772792797684458,0.255240697072594
"5892","ENSG00000143322",0.342412480945562,5.19569116285115,3.12090835487291,0.0772936854486465,0.255244948705756
"5893","ENSG00000141030",0.269199467549313,5.01167791755202,3.12034477964082,0.0773204220140833,0.255256868807729
"5894","ENSG00000243175",-0.868134170896948,-0.902493989547911,3.12027921391296,0.0773235331630137,0.255256868807729
"5895","ENSG00000154380",0.419154965987781,5.86041524225536,3.11857413225525,0.0774044880345424,0.255480767377115
"5896","ENSG00000113070",0.722103447453143,5.0023214457014,3.11726164868801,0.0774668650155123,0.255621464591646
"5897","ENSG00000239257",-0.552374542580823,0.22131033424233,3.11693095792923,0.0774825899249637,0.255621464591646
"5898","ENSG00000103528",0.352907214646002,4.29045935456079,3.1167526879225,0.0774910683925328,0.255621464591646
"5899","ENSG00000243414",-0.453268075068814,2.80170234845488,3.11632681953073,0.077511326605422,0.255621464591646
"5900","ENSG00000185507",-0.457237783991084,5.51218691256567,3.11629575165077,0.0775128047022003,0.255621464591646
"5901","ENSG00000188375",-1.21378662706762,-0.944361872664594,3.11551024290563,0.0775501864318514,0.255701402712173
"5902","ENSG00000100181",0.607434945947445,6.01988797665389,3.11520720529293,0.0775646129331882,0.255705637722982
"5903","ENSG00000161091",-0.272500802374158,4.99997418355422,3.11458264667905,0.0775943549717313,0.255723206881401
"5904","ENSG00000164659",0.324873413134839,4.31925808572282,3.11454331758651,0.07759622826889,0.255723206881401
"5905","ENSG00000163431",0.521776887277893,6.72350665745001,3.11390329374537,0.0776267202995372,0.255752983563564
"5906","ENSG00000211890",-1.43266411317587,7.13661030819405,3.11352967603002,0.0776445261634865,0.255752983563564
"5907","ENSG00000157350",-0.342774082974873,4.41951556406576,3.11352608711625,0.0776446972251619,0.255752983563564
"5908","ENSG00000242353",0.680137559888557,-0.787590380241424,3.11315057568023,0.0776625978110886,0.255768646853479
"5909","ENSG00000102908",0.321641655823582,6.90685335186026,3.11222742106449,0.0777066233646722,0.255834237079109
"5910","ENSG00000115866",0.243864992999136,5.99307296099453,3.11218155813794,0.077708811283216,0.255834237079109
"5911","ENSG00000135119",-0.524843367012499,1.55228846516788,3.11173118717115,0.0777303000238135,0.255861689657137
"5912","ENSG00000088298",-0.278285183163532,4.77058753060965,3.11139197776648,0.0777464890877579,0.255867172389842
"5913","ENSG00000181222",0.321436053864128,8.16805682105795,3.111060351764,0.0777623197350805,0.255867172389842
"5914","ENSG00000205978",-0.345522186017798,5.68945728452788,3.11064535848271,0.0777821349270344,0.255867172389842
"5915","ENSG00000223855",-0.737176300452494,0.707088793607331,3.11059442604699,0.0777845672347184,0.255867172389842
"5916","ENSG00000175535",2.24102461138601,0.976763502846239,3.10927816544584,0.0778474544161737,0.256030750604377
"5917","ENSG00000147121",-0.350242357134192,4.42978890359678,3.10846360816033,0.077886399050074,0.256073604021168
"5918","ENSG00000160862",1.19686266742497,1.0526102570985,3.10829881186752,0.0778942806423172,0.256073604021168
"5919","ENSG00000270949",0.39804694421332,2.1935549880327,3.10814563352988,0.0779016073608472,0.256073604021168
"5920","ENSG00000065183",0.352105461002497,4.27313151391354,3.1079048004031,0.0779131282214787,0.256073604021168
"5921","ENSG00000142002",-0.286312392327819,5.97349461387287,3.10533292269008,0.0780362749098821,0.25643502802256
"5922","ENSG00000113811",0.373146174282841,5.76158278581267,3.10456490908631,0.0780730895588436,0.256487489495317
"5923","ENSG00000112280",-1.13065857034842,0.844542293210237,3.1042448099545,0.0780884389953115,0.256487489495317
"5924","ENSG00000123453",-0.621226205405623,2.36921722068722,3.10417501197005,0.0780917863889734,0.256487489495317
"5925","ENSG00000108984",-0.656979907990618,1.22099170307625,3.10362771902235,0.0781180389905024,0.256530410909402
"5926","ENSG00000105880",-0.529125627958365,1.28043809450909,3.10274422213723,0.0781604387040162,0.256593047360349
"5927","ENSG00000211625",-1.77840804605272,2.0661323226583,3.10266141751661,0.0781644138326841,0.256593047360349
"5928","ENSG00000156097",-0.814081089709877,1.81203381907518,3.10240601702104,0.0781766759907566,0.256593047360349
"5929","ENSG00000107223",0.267406204020189,7.57768790801503,3.10108814984292,0.0782399816754766,0.256744684304045
"5930","ENSG00000265242",0.546479580507515,-0.0625945321846995,3.10089495977164,0.0782492664811114,0.256744684304045
"5931","ENSG00000100075",0.268981736250764,6.15824595746099,3.10035871627052,0.078275044812136,0.256748929295661
"5932","ENSG00000100519",0.223745184466195,6.09628739264628,3.10031905723415,0.0782769516668481,0.256748929295661
"5933","ENSG00000150054",0.39084177231973,4.43337621434433,3.09828457066793,0.0783748393739948,0.256999759187696
"5934","ENSG00000172159",0.455492995456968,4.81570019921031,3.09818068593573,0.0783798412406736,0.256999759187696
"5935","ENSG00000244617",-0.477309233790126,1.29567095834518,3.0977293323404,0.0784015771111722,0.257027714549634
"5936","ENSG00000165280",0.373018974431887,8.04598150537854,3.09730062509569,0.0784222284090521,0.25705210548432
"5937","ENSG00000267565",-0.532744225507569,-0.619177782764477,3.09649237727162,0.0784611785236037,0.257136457896877
