"","C.NO.1","N.IM.1","N.MSC.1","N.MSCplusIM.1","C.NO.2","N.IM.2","N.MSC.2","N.MSCplusIM.2","C.NO.3","N.IM.3","N.MSC.3","N.MSCplusIM.3"
"8099144",3.58682468510171,3.7937101021591,3.69538347275945,3.99474092112829,3.95458657124937,4.18583763626864,4.39128410267664,3.95485550081535,4.0098204930047,3.99220972651264,4.09614157404951,4.51872807833092
"8095246",4.37315426421613,3.85957527805988,4.13700317118579,3.94426203778329,3.60799743038419,3.725051213523,3.77709263567739,4.16592362729368,4.05948979841604,3.84635992008132,3.54552619218721,4.27034776552166
"8101616",3.70078864245335,3.86414148061197,3.95009863643556,4.06726159742081,4.11742804513249,3.63692397509182,4.03158293363993,3.68438628969117,3.84793980749084,4.06736778383235,4.04628353809897,3.72842038773983
"7938390",7.23669170017384,7.35742145235057,7.60692458264899,7.40392688648343,7.25739425108005,6.79215577045221,7.68078845661277,7.35243039039777,6.90115748114336,7.00471450374003,7.05756300756224,7.39446991336454
"8105456",5.96285435638071,5.45848228745019,5.27828969177298,5.17766798069279,4.96141321356891,4.52805962286253,4.98712159157683,4.66698904795192,5.50161787457708,5.30312972404305,5.42594817784949,5.05786219351476
"8112007",8.64109053719907,9.15185162476667,8.29710832600689,8.32362880062264,9.0141430117579,9.65034260115581,8.63538392927738,8.56813635876363,8.91315781942665,8.78214059031864,8.28664136287818,8.32444602383759
"8111552",8.6490835820916,8.67230646481546,8.733125417932,8.69867334915987,8.06486088472349,8.59733326919886,8.28506249582238,8.49296401333627,8.29642399959747,8.39916547550697,8.60506801821767,8.47619932671356
"8110971",8.20624539978094,8.21011233768713,8.45207221209892,8.50994631784521,7.76189107754571,7.82185021298521,8.20980173026228,8.41153215775972,7.51115216690452,7.49311974680422,8.02208243521734,7.99550650524015
"8109120",5.50695735373885,5.27546531702353,5.52749705241715,5.76956341223885,5.15062676649779,5.29774352642075,5.59272486893214,5.58718842637874,5.10940321184291,5.22039112661707,5.32438606253061,5.35840260595985
"8113491",8.00748477689976,8.19183563750412,8.4831844471344,7.92702771696705,8.86173282977221,8.25121927264724,8.90069948939269,8.30978104432689,8.64085751958774,8.06915955839371,8.78032074521298,8.53949782518224
"8129963",8.03532568815456,7.94991567753993,8.15314665466374,7.9691778856204,7.68749448094042,7.6590055919747,7.92451281528475,7.75967081449936,7.85281843919634,8.07873353812927,8.1979740941332,8.13372517083456
"8120826",5.01082806970688,5.79652626914997,5.51874680181897,5.52392918621855,5.19493915756208,5.67167632289214,5.65124837229498,5.68138343324248,5.29284504898927,5.72268569042704,5.80679447353165,5.67556667320055
"8168470",7.21479577152652,6.72119255213651,7.39938564475612,7.22454990164581,6.67471702226008,7.25427182688146,6.53597839759638,6.88239983513681,7.33919505392036,6.86505287374652,7.05937345222463,6.72447422906797
"8122600",9.24470151204368,9.25016847688401,8.57515903743964,8.55525133947677,9.67798184537801,9.72968707842591,9.6117408775525,9.49236528657226,9.48821919034452,9.74247440349352,9.20691144952255,9.12388002071711
"7935647",7.75421495728969,7.78537111282142,8.10326299978503,7.9772353595327,8.03144156238073,7.80157904327611,8.14096281757364,7.84114744606988,7.99246634573573,7.71516608406545,8.32205875017432,8.08854075542414
"8179221",5.20773517101112,4.91749151391185,4.84051646115723,5.57590086690112,4.99561378279772,4.80498586263166,5.05938990515251,5.03269777553664,5.08914626613884,5.2662866088084,5.23606417397395,4.75301955035927
"8133366",5.18072478482285,5.03692444137416,5.08528001866586,5.26401038356501,5.41897236593071,4.95008705953377,5.35858660219625,4.73042531458012,4.89228295385899,5.2653673156048,5.13773818948708,5.02600752312555
"8140028",5.06355176135678,5.66221658777456,5.0686306368838,5.42600374413434,5.53529413714325,5.02068664465354,4.8336028057278,4.86921456601814,4.9216892687823,4.61834621828225,5.19428678024238,5.15728487736937
"8083260",10.5193878763152,10.2432106170187,9.71416567013222,9.30175638606331,12.0629773865824,11.5697649289243,12.0794074040291,11.8625385438133,11.0541991929354,11.1146423712082,11.5581795095151,11.7356882895413
"8005134",7.72673829570773,7.75252849192996,7.58446266362271,7.61107250030847,7.64623378510542,7.47362740992328,7.6283404472375,7.49630264504005,7.31305571801651,7.19768447957764,7.03751800692516,7.29154350132719
"8083246",3.01503363501605,3.20123075505502,3.12809628552943,3.19734419302239,3.39583861370223,3.07664708819467,3.45585405233315,3.23795572935733,3.04401815860136,3.59112474530324,3.18864369753638,3.64429325073577
"8143209",4.94167154217928,4.78978639039239,4.90503357465539,5.41404618801944,5.49489628031478,5.14183309217032,5.48118395748718,5.39965344228167,5.16094834351385,4.84508706203646,5.36924727700256,5.21017011874165
"8137008",10.7596686632848,10.5122426482883,10.7499624449018,10.2013629723316,10.4517897094635,10.6942441513666,10.6408808925445,10.3098247888301,10.9775123463155,10.7735732397664,11.0431105501006,10.5946098694242
"7964834",4.6954857962675,5.33918635069434,4.90815820804111,5.6226890924121,4.67123986085377,4.56918465120538,4.05532943823493,4.31046971295783,4.47201853599004,4.7849642746689,4.56992403952535,4.79030847467421
"8089072",8.05507201221274,7.88744183984425,8.34394587810784,8.05654005215359,8.09125627755002,7.77701372108269,8.4218701241555,7.80289526468641,7.77033038047828,7.57094843903295,8.040621162052,8.15631238812975
"8152821",3.18758919021766,3.1685582478722,3.4590907080202,3.80327611507345,3.40756576511878,3.2517947481278,3.39646890167169,3.18174345434195,3.66516775034253,3.40871239124722,3.48988419657719,3.62748012045469
"8048026",4.80357510354554,4.62321784263119,5.43028745074594,5.28006842385794,5.10031297184562,4.47682810077695,4.88536182192379,4.76698414459738,5.48286217546306,4.95627681143086,5.58663148521277,5.42352433329979
"7949971",9.8721377948039,10.1502260212962,9.51198340917948,9.72724855254431,9.57570320288861,10.01830232829,9.36477909217086,9.75770051866108,9.70298447255798,9.88269959586067,9.39354915132071,9.56816496998088
"7901549",7.08979312254285,6.88813672196531,6.91863839224041,6.86170257361886,7.26961294132379,7.10147578499573,7.23329996264404,6.97913868022627,7.38741155807989,6.87211046455916,7.2250428257423,7.10100409137774
"8147424",5.68437165595988,5.484552572855,5.41376086910665,5.2226784023502,5.34948568805918,5.98997790422683,5.33714226692231,5.82798040649133,5.7147996222407,5.74424859429121,5.50534492320333,5.49970234070509
"7909371",6.40023251231287,6.65090483379229,5.87349116863825,4.58609641545884,7.53212500257189,6.29786847816281,7.91844824122261,6.8333422738415,5.9982650953318,5.46490547946221,6.27504680103377,5.95020634508516
"8152976",6.44121067455919,6.43685546011618,6.72945085527166,6.82290456190443,7.19234746828944,6.50392912449278,6.60992659352488,6.00150606215302,6.65819482772895,5.92898449033157,6.69757119654639,6.21931555417027
"8146687",5.3787150174092,5.54622668854451,5.24693813352722,5.27800067067225,5.65564573306876,5.87086207447433,5.95189737635738,5.98906048096857,5.13970726090635,5.15984556946047,5.23758248721195,5.28791736179384
"7909390",4.24696962911021,4.09356862183647,3.87436998344639,3.67041411840849,4.01927553068429,3.87130264608875,4.62679592802827,4.3139649174409,3.73985075252484,3.6364038118597,4.13253325084298,3.68468910172925
"8145942",4.18388226979278,3.94721605153123,4.31439844767877,4.01981651704439,3.89666739845039,3.94115482364762,3.62011750399134,3.72212860446164,3.66194351364089,3.69291385514888,4.00096655519016,3.5506315607023
"8146285",7.8053018651854,8.07553366204332,7.46159595683697,7.65279167960334,7.8279671139562,8.25585709975098,7.70422609965951,8.03844045506018,7.77232384778965,8.01693188228166,7.4390248287269,7.70920761225122
"8161739",3.23705358281109,3.80369826289723,3.56022843874041,3.82255323544063,3.52978985325612,3.01593868771046,3.30688798763066,3.52264872021834,3.49347455293601,3.17830141932781,3.38647375175978,4.08336957785765
"8165295",4.11901865829027,2.81957182153623,3.90399046536536,4.18387583293682,3.54606029277227,4.19626723437861,3.95366397538714,3.3716395987053,3.2919196413355,4.56789585135004,3.6794173407928,3.68093448278719
"8159373",7.62252989266903,7.74879840657738,7.80741629927036,7.79275889448267,8.53698711466613,8.16603143323848,8.48626197830699,8.14883613467456,8.21181756778208,7.63619683351243,7.94453221488595,7.72682187881792
"7999044",7.94702538224673,8.27251470734961,7.79113489101842,7.78470472224436,7.85353127079208,7.87326963658144,7.46121527088021,7.76501460587631,7.60218239053851,7.97898160891354,7.54281058782309,7.49535683481219
"8160912",4.995159386154,5.42340466064932,4.79547147734495,5.27169809840638,4.82287297646742,4.59975421069519,5.0407557416669,4.61263489414154,4.51428882186244,5.1213817420862,4.48759498501197,4.78693164395982
"8157012",3.51820893346804,3.71324773076562,3.74233744375834,3.91013409052502,3.41297776506353,3.80685167280619,3.99518044694903,3.62209269665406,3.67923600087933,3.32773698226689,3.9691688548978,3.48658218897728
"8157674",2.9421934691061,2.94078047470768,3.41216302174403,4.06445453363094,3.11488581296019,2.69091855894817,3.30250563888391,2.92298298223219,3.13155775741648,3.42121474442563,2.85215332573698,3.54197712175826
"8163958",3.8968764116462,3.5420170859209,3.63314202505197,4.07338620123682,3.74226595172957,3.95851929567095,3.91083080886026,3.98903405076142,3.64628891124103,3.76731704878495,4.03897079038007,3.725046479457
"8175574",4.51267184346011,4.09448226181007,4.28196995535924,4.39952104825063,4.83767240140006,4.75288244498466,4.94221485992384,5.0024218196211,4.85021102051198,4.99395518254953,4.97734950075692,5.18915495048196
"8106418",4.55468942937117,5.16800289775934,4.9906985132155,5.47770559915672,5.4051457565717,6.69623640445447,5.10057982808425,6.2537022058441,5.16881553264774,6.71344214162198,5.12151465281368,5.88323240430273
"8170135",2.88126956078488,3.17990698205555,3.06955366157394,3.26708033857509,3.23324802184778,3.5179505522646,2.7807571567864,2.94084411334849,2.78060360193469,2.78175940786226,2.93303507140267,2.94227117955796
"8171883",2.7911676144475,2.94680867363042,2.87752591079128,2.64326923234133,3.05738656880777,3.1280471871027,3.5131327016196,2.94421514138495,3.28144624417866,3.25223634349712,2.79115014637442,3.29548512088531
"8171885",3.76487084988779,3.75456622917489,3.88869249147505,4.12081240567901,4.31605525177523,3.64645614620134,3.56779763483918,4.15041230853,3.98258949174702,4.16485604007841,3.72087283999538,3.819456118177
"8173176",4.13082594521722,4.78705010366101,4.05663747734067,4.46301765198874,4.32760097280368,4.2190871820085,4.95407008753454,3.95817266408879,4.06320309241754,4.19478822019407,4.59975421069519,4.64562390877708
"8170644",5.25671329516929,5.17283135849984,5.176362434116,5.27030580022571,5.08288531383266,5.69806564085865,5.50973011352716,5.0527377912742,5.06755311617873,5.45264794630261,5.50596177283404,5.62235171699519
"8169463",4.63482322144634,4.6647418476627,5.04897593556102,4.63636123817279,4.97581022077059,4.92134329643043,4.50897367657635,4.65356563667457,4.46300063942787,4.58305639063055,4.84210999662012,4.06247310516335
"8176730",3.87472968452449,3.97022949089968,3.93414258222977,3.6958470937772,3.40615467550586,3.29290062350115,2.94655784981404,3.24076315243937,3.65068717748022,3.77589306137316,4.15651948437287,4.103672308457
"8068130",2.56472897649016,2.9608792453522,2.67096606686165,2.61570243284287,2.93837061710834,3.03570191692144,2.98105426002645,2.93805095455643,2.77332582583405,2.63744629208228,2.90466665577142,2.93253787954819
"8171392",4.68186298317034,4.32742110965084,5.21808902571495,4.84923230584192,5.13083722872539,5.2164536474345,5.33145928453982,4.97347849113296,4.91908430178324,4.54842695159886,4.79452081435832,5.01787071294576
"8025179",7.19626381912859,7.46578526764521,7.34458896099948,7.53216745209074,7.72318563053601,7.75385879317322,8.12927930807266,7.98169315623605,7.38561187002593,7.48548771094099,7.37638968842207,7.65040562049287
"8029978",4.63569326378358,4.09339360632496,4.0709977684515,4.66436952135585,4.39643356993842,4.39879577789863,4.37033429887625,4.03684166263267,4.01062957500586,4.42890592694644,4.01935026030623,4.29161709013416
"7908543",7.82089583417263,7.93387057832003,8.00045737474177,7.98854442739585,8.36912607131877,8.36393313091442,8.49470470129266,8.37444287805378,8.02568842589844,7.90698168645892,8.14706230278954,8.18813191901009
"8031659",5.81413218571012,6.1605397302684,5.87766026271373,6.27726309239933,6.41323447449968,6.17286682945026,6.39355330706091,6.39411099540958,5.93173302322635,6.01488857504592,5.81266522788447,5.7410922911353
"8064322",6.06756654804791,6.04970680745958,6.02897162103682,5.74712816923499,5.7688548824825,6.08568207407377,6.02017863333317,6.2166428517214,5.50827469862344,5.71726661973456,5.91193508250825,6.24555090235373
"8067206",8.30001343026447,7.88880818271241,8.12609873695162,8.13510900210285,7.79420007144023,8.1858118504468,7.75248532257653,7.85918716424738,8.1934545871612,7.90862870571108,8.08082218948721,8.18676156001456
"7966052",6.4110514232251,6.84860123414244,6.55940756630225,6.69261526901047,6.13502344625957,6.44769037191271,6.19501862988591,6.69609575456303,6.35028851237825,6.70080736466481,6.53190870543219,6.65310182038425
"8062339",5.42708327572081,5.31138245566895,5.49519780801955,5.7658854654528,5.73521778697234,5.62177565449223,5.66479703072018,5.63570984747701,5.60106449670766,5.57344741611674,5.25724102464772,5.33309429446638
"8044813",5.02725606484578,4.67675544129605,5.14064898677228,5.44983665698509,5.43882479761525,4.86190504490415,5.75097819001309,5.16547847198669,5.17095749909028,5.19444627723566,5.05095075826197,5.42299573964663
"8064375",7.25018515442393,6.89696602605374,6.84276168799788,7.06966625255501,6.479825381962,6.71065624312967,6.57026709432323,6.78055755373791,7.04276030127509,6.81738176153245,6.88651482041932,6.49744834521423
"8061068",4.15145303540624,4.31785566944787,4.17681433046502,3.89242875227006,4.10343353848852,3.80548876102477,4.47599165708429,3.91903933672585,4.39002950812469,4.41122482950285,4.29022166575616,4.10938132892247
"8060418",7.78077405021675,7.72051069224076,7.74544979760038,7.61015138449546,7.71653950334994,7.4098850340217,7.30080254819,7.37249962771597,7.73086153290224,7.6836788642037,7.37548977252608,7.3458486630911
"8081880",4.425214256157,4.24992635938028,4.39533980202635,4.29272556934715,4.3521812948707,4.00470953963949,4.60819494427914,4.59414760255426,4.60428241426619,4.24496367056738,4.35491878558487,4.58848244744768
"8072009",7.41504993899465,7.35329706327975,7.24191646500017,7.4470256735273,6.7146308601126,6.75390155922999,6.58663615384259,6.56103901556517,6.55598252508655,6.53672473501467,6.54929477126515,6.45192298096013
"8046792",4.8828610486967,4.49674083190522,4.73606558737604,4.75641354744945,4.9200480365367,5.00579787513685,4.49207591605051,4.91246613090405,4.61741117048883,4.40654746726382,4.57858419839718,5.12337772974537
"8000117",5.91647475022549,6.0143291795569,6.02018308340575,5.85788990402279,5.85948624580515,5.67240757245245,5.99389960451575,5.78296864605741,5.62294336324072,5.96967931731362,5.62746247558945,6.08560042116634
"7917037",7.37424840455492,7.22088092580924,7.59607762835304,7.44095271299545,6.95463289923425,7.15538923833729,7.31201828032031,7.33974266350628,8.06935974457881,7.82015209448664,8.36167316057133,8.21876077328768
"7932765",6.75454928397934,7.30016332144726,6.28937784776151,6.780330237282,7.4859421601785,7.40230309164094,7.08619812333044,7.29931749086081,6.92067070298276,7.47821381010715,6.82145888751481,7.02387425912431
"7936507",5.07877890733178,4.9780178450182,5.09313059404963,5.04975370698493,5.3437937714649,4.94873104057879,5.56728695772539,5.36096318124794,5.34105020187524,5.05380179231655,5.01533121670272,5.17272491277226
"7945958",4.60491700865491,3.31688744643185,3.70941098744412,3.85977086627502,3.61464513823341,3.52854514054858,3.75838018075285,3.63969672610918,3.28224965587175,3.80061759329509,4.04243086048222,4.00135947760537
"7903786",7.54401725293,8.41365835432318,8.50865618472188,8.62244416686794,7.86337583509428,8.38409277353049,8.78524683934365,9.46326524802494,7.71129980111726,8.73954068743233,9.23158132417135,9.60819791313615
"7937952",4.35760400455596,3.70921156702674,4.25959654910981,4.11817889410396,3.98345638084021,4.27982490275435,4.34605581853015,3.88435377796682,4.17278641621802,4.05097670843916,3.80772950679001,4.08290576379358
"7950447",5.18625993618239,5.39373704254845,5.03454026717792,5.2093933965183,6.26464000856292,6.02936007013035,6.06238997488548,5.96907205556523,6.10707290211933,6.07681947492685,6.08364436123926,5.77698650430429
"8115076",6.15138301210262,6.73401180559647,7.45490221927392,7.06940497377037,5.27621792795986,4.84322881083413,5.18757084612152,5.03085346565604,5.9936262991656,5.37766337304219,5.95335660126845,5.72237838799072
"7946082",4.16890545190505,3.77140748757515,4.19709133570525,3.89760760789108,4.21311268284393,3.91833977121418,3.78234074501502,3.77559968206745,4.0824758418687,4.03696483315952,3.94426497578135,3.82033349784998
"7951077",8.08013048026969,8.12264205452331,7.47246639166603,7.76875575295495,7.94215465108416,8.35655854838833,7.89181176648966,8.17682868185694,7.62454532518347,7.94932997460175,7.78918964492368,7.95780316614161
"7943240",7.00620514384825,7.79338188569556,5.8554360364787,6.68018056902371,7.44164904978885,7.93796172792703,6.83282902123249,6.75955597310029,7.55471157491649,7.56148171679035,6.51816693089728,6.80078848517633
"8165735",6.79479315462132,6.81399333418824,6.66188697673706,6.90910660155671,6.05291205654871,6.036461085905,6.1500398953205,6.07829207838248,6.59131208524941,6.62837117451731,6.52554251359593,6.62469828367873
"7943349",4.55951584900082,4.59982126442176,4.61908551253031,4.45320243001302,4.66151518916947,4.81925610344777,4.9067637998606,4.72103740776741,4.0508078970986,3.62501736022823,4.10456374896719,3.95776434417747
"7951429",4.13121465239288,3.74811130473693,3.99376000948174,4.09154089205238,3.97404273978447,3.86141626756919,4.1628095812654,3.82997025128536,3.50862676040257,3.48028760824819,3.80994663930542,4.05832613027655
"8072757",9.81610963647418,9.65120924662459,9.9607010076387,10.1331999642992,10.2660817625537,10.0027906544705,10.6323377715915,10.9178638287291,9.5036028876348,10.0484884164842,10.0927085968695,10.5548786086121
"7914950",9.13572105629685,9.27408132130495,8.15346556652525,8.77059432002416,9.73841313804792,9.90503548189589,9.47276436951485,8.44177740728157,9.70396151346621,9.50865891474084,8.72926173872305,8.75731887073627
"7946781",4.91761163497625,4.7449100813643,5.2996889526078,5.49612669762917,4.95291945225843,5.47599989690847,5.58870869515674,5.83489188508768,5.40656436200487,4.95138552756943,5.41856510793273,5.30309755329309
"7938812",4.41766035100017,4.76579704042199,4.51212235729797,4.64690292609485,4.6876415474762,4.60658358285148,4.84628521445147,4.90126486181043,4.39160663028447,4.63146899607126,4.42595200752764,5.02793278545795
"7938128",5.51159621486978,6.03575731672925,5.35593432312773,5.55397839794882,6.32701081920364,5.93695894302799,6.2522282038927,6.1009011824335,5.30176752610128,6.30588790120095,6.07730408885093,5.57115147742963
"7962375",6.04299467151677,6.11546339299472,5.53978589531079,5.33189889695426,6.725805855872,6.25744992911447,6.5322957700504,5.95955188302889,6.55548857571449,6.79259997824304,6.08339721619262,6.05245952441231
"7957654",5.14177858305834,5.00537243831356,4.9176795318528,4.9942623797481,5.4098284685302,5.67262936382444,5.57717223574829,5.49262234548119,5.7267619033661,5.54137749653557,5.44575761387622,5.66172167916602
"7960850",7.29585294531781,7.64076323188845,7.89848161876515,7.6922643215018,8.31616976537825,6.83631258428049,7.68251767231135,7.25925682249165,7.2909423107208,7.24609814580334,7.95930467170763,7.57174617468595
"7962139",3.70527864604099,3.91367959902204,3.41238466935413,3.55970932329911,4.33535339932856,3.68768277460537,3.45933163315454,3.41202554644859,3.34448090028203,3.64107348094722,3.38406103012114,3.28745428987756
"8017476",5.42315485847944,5.55698442425223,5.36869014808306,6.35089283633018,6.00110715360776,6.06718530213615,5.84373175232721,5.65576269199406,5.7361683412258,5.74690270932511,5.57531358511932,5.92333069093335
"7954460",7.48777797390852,7.52515531578163,7.08811476212968,7.14771075379504,7.60445040840699,7.70892814724597,7.1012059217495,7.76415221373233,7.49195629737559,7.14642394297126,7.29983648476889,7.51090633808043
"7965094",6.55531060473054,6.39915297522247,6.47675222880466,6.0312824513839,6.4139554509,6.09910340858106,6.02526132659684,6.25817784406661,6.56281087261359,6.42671974161409,6.33214308234017,6.1681918966681
"7954132",3.93454340306157,3.76075439060943,3.89558988875855,4.08261598221187,4.07887736429477,3.63363362844618,4.17175008697887,4.44553556801365,4.13269469332568,3.79667750803375,4.18603075717099,3.62245744640022
"7968883",6.02777483970161,5.76511182977294,5.5505280981632,5.08256011105006,5.46767314735454,5.34082175275749,5.01577096441557,5.05339356706283,5.69949574585172,5.53754041365521,5.65901891562034,5.28786310372057
"7968370",6.24882030257707,6.16115310795419,5.75199571390619,5.70980457466766,5.85210033581497,6.06063731252265,5.69930288478653,5.72337248652226,6.02551553084396,5.98481922254088,5.83858139797374,5.41158756331612
"7975632",5.62401862961059,5.83520594804098,5.9653637722247,5.91055460394942,4.98403153620517,5.00400605224264,5.12869437669552,4.72435168575609,6.06106768194036,5.55092268991263,6.00824145266859,6.01305017162916
"7984016",6.10684985290374,5.416001390047,5.84350170388482,5.85566382099152,5.90165964949019,5.6575257433929,5.72578821379646,5.41985808323506,5.67055538169284,5.4809731737675,5.81419704820754,5.84337552053466
"7986239",3.39506910841631,3.20333272745504,3.15948559663291,3.6963416946382,3.33593438154448,3.36338622598478,3.53954390081986,3.08590319715121,3.41831577400825,3.56149215766555,3.07485348684594,3.5652333305773
"7991224",5.24500080220534,5.44496923838551,5.42914139408185,5.47586676529936,5.38604352800984,4.99556530691172,5.38369678774155,5.517692772193,5.18784853313168,5.07752887245926,4.62378458760621,5.26640967886628
"7990555",3.0772572446266,3.07432684076404,2.53578142853234,2.78901498397917,2.75078486383415,2.84273535016895,3.09481934815977,2.71311346042515,3.35062206075806,2.65561342426436,2.93738097734153,2.51261658636054
"8106743",7.72126585009379,7.69766429156534,9.43333114092837,8.88764496684069,4.40856803407778,3.80648675401799,4.94615501736924,5.26556525660552,5.88767685034236,5.63893749637823,7.80826902982884,6.50045707723
"7996608",6.45679713949657,6.43526177148285,6.7693810935143,6.69046177301801,7.04576808477908,6.81572068242727,7.23203823205826,7.16872744141705,7.00161804332931,6.85505250634645,6.91663271447077,6.88058185968089
"8001816",5.90487455510162,4.33802343152446,5.62118072007627,5.11865683501905,5.42902382796434,5.65646501641447,5.77711892419936,5.07347992320944,5.32077500264809,5.04548293657516,5.48547156470808,5.86127769602547
"7998405",6.56031366210359,6.53994944115862,6.83170966997945,7.14489360918455,6.86626934870092,6.52810944004072,7.09748773540104,7.22134841374643,6.78626509696589,6.74978985869702,6.71678735497908,6.73420318305316
"7997731",4.33192770562113,4.20497274667064,4.00376379972295,4.67306809298284,4.59669806213562,4.48575956648153,4.74707238223256,4.42735968274109,4.23099580493969,4.3500453248629,4.54578372173037,4.718050471411
"8010673",7.87628935396683,7.92097780029953,7.55191685227669,7.61299162063489,7.1137835242586,7.71268373831108,7.36224930541437,7.41527140872861,7.81241619706526,7.51079941415336,7.27860215057368,7.45425481871083
"8012539",6.91913997605778,6.65960533543435,6.67895442325515,6.12652793487511,7.95046063407491,7.37421818899071,8.27069971421378,7.67249673045139,6.88934851222249,6.89630976998914,6.86681873603027,6.95485862224892
"8065412",3.6709830487114,3.68490682678337,3.90211763416421,3.71805832835152,3.10088669230067,3.54329987589249,4.10681365697395,3.94220964654946,3.92008376258219,3.97385754842577,3.42962756538623,3.95548616224106
"8065416",5.31663690455065,5.57137108942806,5.35670623556632,5.42268318873678,5.38031697107941,4.95259451960192,5.42585248920162,4.97249877458835,4.92258641347714,5.30045077529264,5.21052097742379,4.75857819882431
"8065403",8.77864659273323,8.95212040018734,9.00363936539535,9.19179977564945,8.51862078312697,8.39384946772826,8.4324512761201,8.88406227228435,8.53776431713346,8.75130836069073,8.5725451863792,8.69793711837481
"8022763",2.48263073410651,2.04512922164827,2.10769242804705,2.72793273700057,2.4098643445182,2.32970397537617,2.52009005594577,2.28231051324535,2.44759405597635,2.34296941637853,2.64832980320715,2.14882153578742
"8020717",3.58558060887078,3.48566939574426,3.82033991854959,3.91711267693181,4.23970594520179,3.89815611557108,3.51577130888363,4.16438509007512,3.60610861175407,3.89676793462831,3.49501060995127,3.78494321085368
"8020141",6.006987368142,5.67275231527319,6.11108201912398,6.20612718953118,5.71753957592965,5.75334028331784,6.07621041111401,5.53593086173959,5.69887187981401,5.76475477626299,5.54976052266697,5.87111372179691
"8082058",7.10581874559882,7.42840334128998,7.01969981787102,8.19356379654321,7.8031678402323,7.74015531070344,8.1183043287521,7.38402105452532,7.5802621080993,7.83028388364193,8.16499625770961,8.07623247135576
"8038785",5.61415898922868,5.63789648706555,5.68197615960364,6.00262005192527,5.87332454354692,5.6690913197146,6.15445212908949,6.04527890269834,5.88851799925687,5.86559479965561,5.92883394630715,6.23961285396225
"8030944",1.68993842701819,2.36041164118276,2.16229374411121,2.73761574373346,2.74941929857543,2.3128853041333,2.3479966061069,2.19460638218183,2.6352755164192,2.35396474476343,2.48003952834244,2.53949784666191
"8029701",5.57191986393222,5.08436626210795,5.69588480625991,5.74442687317858,5.6616405191943,4.99898645945024,5.72159112513374,5.50859837567932,5.50586161033781,5.15208059450089,5.5034059729691,5.42014385883312
"8034097",5.50208642473661,4.96393660432194,5.44922870775691,4.67408677112702,5.18415624597882,4.95114721065113,4.91831004179903,5.28373704537939,5.44781006292904,5.29804431002395,5.54562444429906,5.21337627761635
"8034370",4.51343514940002,4.65779239538369,4.96720788918376,5.04685374882852,4.92360390588437,4.47785400002659,4.62376391161125,5.44013263165231,4.7485937576231,4.84155453827772,4.98962669474163,5.10481547139467
"7947396",7.92322735044823,7.92939195231966,7.83709614681954,7.65070513684883,7.56899180690592,7.82342380886704,7.51196336437717,7.58396896360808,7.93975545119953,7.68491528276567,7.89301179630766,7.80954656894373
"8028219",6.28550704176854,6.72697718150123,6.77338945265522,6.99070043526819,6.66150708973935,6.91643967342636,6.81767679186721,6.88962253697346,6.5048583775126,6.45498567520751,6.99519001415298,6.97090375554714
"8027448",6.55611770941019,6.58551328207422,5.97974583936641,6.23506206663278,6.33140839311447,6.60896467747356,6.22955007673482,6.40268464909113,6.94173204294134,6.58656876521464,6.39761347059178,6.41361567838329
"8032208",4.73213838206209,4.37222806053162,4.36484235455492,4.17734379156013,4.46044721250883,4.18424853148324,4.55269522652094,4.56008093249764,4.07879250997105,4.76980834505604,4.32058221456694,4.60919072712975
"8027222",6.70304913290515,7.21475867823535,6.35665169616016,6.78134326763467,6.46089794372208,6.96811065645376,6.5585422792279,6.08970363012125,6.60459639571215,6.9664709140371,6.1733441876204,6.61260259199195
"8035855",4.16401090878874,4.39552508692028,4.40893197751736,3.90877865456952,4.32807993930206,4.41113206927602,3.67840683617471,4.02544742920942,4.39653758430368,4.34034410669859,4.65496255241164,4.25116967298989
"7905677",5.86642273826307,6.00082197154734,5.82641684472118,5.78407568488379,6.21874557802095,6.27255776373586,6.13714614489413,6.21128616937075,5.9966091681901,5.84341852079722,5.77949125804675,6.00175914795471
"7905154",3.82057812480399,3.80318093249433,4.40602303818287,3.99469190142251,4.6062379207846,4.12807177872989,4.77808261584628,4.25985215191431,4.27891685032579,4.15228991213847,4.33294121772378,4.43946132869815
"7909418",4.00351838938741,3.78814834666825,4.37549238034019,4.07295967253697,4.40378383594823,4.27514907617574,4.21913378094454,4.03509568786535,4.27121410270758,4.34267821941872,3.87112957249139,4.38512975907002
"7904796",4.78630693277164,4.39299885252899,4.11707433629439,4.61401765993661,4.81623219613332,4.41048906774339,4.80166002317286,4.531362325266,4.54075873804798,4.51287338046397,4.54622947624274,4.75261783910331
"7911199",7.04356449385885,7.23071207966981,6.3516381989878,6.31049180858204,8.45901274380964,7.88071007641449,8.42426423287874,7.85270314296731,7.16600233952875,6.96324485951781,7.34740459533963,7.53082538910789
"7899882",4.12313954044458,3.92512489282468,3.92658426142992,3.86579480952656,3.87385163969291,4.04169161798251,4.17091899156556,4.39562784251513,3.87979458369579,4.29701130343711,4.29609054042571,4.30070230813167
"7911170",5.13798215712869,5.24473297382614,4.87242914485865,5.21741877883779,4.93111428398222,4.91728803748788,5.15379274353581,5.36472198980892,4.76659374823602,5.23752701651854,5.00912064895047,5.06486764706951
